Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Location
450253,BELLVILLE GENERAL HOSPITAL,44 N CUMMINGS,BELLVILLE,TX,77418,AUSTIN,9798653141,Acute Care Hospitals,Voluntary non-profit - Private,true,"44 N CUMMINGS
BELLVILLE, TX 77418
(29.952858, -96.260414)"
450271,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DRIVE,DECATUR,TX,76234,WISE,9406275921,Acute Care Hospitals,Government - Hospital District or Authority,true,"609 MEDICAL CENTER DRIVE
DECATUR, TX 76234
(33.219793, -97.593883)"
450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,HAYS,5127533690,Acute Care Hospitals,Voluntary non-profit - Private,true,"1301 WONDER WORLD DRIVE
SAN MARCOS, TX 78666
(29.85143, -97.94664)"
450280,BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,2300 MARIE CURIE DRIVE,GARLAND,TX,75042,DALLAS,9724875000,Acute Care Hospitals,Government - Federal,true,"2300 MARIE CURIE DRIVE
GARLAND, TX 75042
(32.918601, -96.661092)"
450289,HARRIS HEALTH SYSTEM,2525 HOLLY HALL,HOUSTON,TX,77054,HARRIS,7135666417,Acute Care Hospitals,Government - Local,true,"2525 HOLLY HALL
HOUSTON, TX 77054
(29.685371, -95.390939)"
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,KAUFMAN,TX,75142,KAUFMAN,9729327200,Acute Care Hospitals,Voluntary non-profit - Private,true,"850 ED HALL
KAUFMAN, TX 75142
(32.591119, -96.315984)"
450293,FRIO REGIONAL HOSPITAL,200 S IH 35,PEARSALL,TX,78061,FRIO,8303343617,Acute Care Hospitals,Government - Hospital District or Authority,true,"200 S IH 35
PEARSALL, TX 78061
(28.896252, -99.116212)"
450299,COLLEGE STATION MEDICAL CENTER,1604 ROCK PRAIRIE ROAD,COLLEGE STATION,TX,77842,BRAZOS,9797645151,Acute Care Hospitals,Proprietary,true,"1604 ROCK PRAIRIE ROAD
COLLEGE STATION, TX 77842
(30.582626, -96.291014)"
450306,STAMFORD MEMORIAL HOSPITAL,1601 COLUMBIA STREET,STAMFORD,TX,79553,JONES,3257732725,Acute Care Hospitals,Government - Hospital District or Authority,true,"1601 COLUMBIA STREET
STAMFORD, TX 79553
(32.92799, -99.78501)"
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,GRAYSON,9034164000,Acute Care Hospitals,Proprietary,true,"5016 S US HIGHWAY 75
DENISON, TX 75020
(33.568811, -96.603059)"
450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND,TX,77469,FORT BEND,2813413000,Acute Care Hospitals,Government - Hospital District or Authority,true,"1705 JACKSON ST
RICHMOND, TX 77469
(29.5778, -95.771213)"
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,SAN ANGELO,TX,76904,TOM GREEN,3259499511,Acute Care Hospitals,Proprietary,true,"3501 KNICKERBOCKER ROAD
SAN ANGELO, TX 76904
(31.422315, -100.467158)"
450346,BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,BEAUMONT,TX,77701,JEFFERSON,4092125012,Acute Care Hospitals,Voluntary non-profit - Private,true,"3080 COLLEGE STREET
BEAUMONT, TX 77701
(30.068484, -94.119621)"
450347,HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE,TX,77340,WALKER,9362913411,Acute Care Hospitals,Voluntary non-profit - Private,true,"110 MEMORIAL HOSPITAL DRIVE
HUNTSVILLE, TX 77340
(30.69849, -95.55799)"
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,2548033561,Acute Care Hospitals,Voluntary non-profit - Private,true,"322 COLEMAN STREET
MARLIN, TX 76661
(31.307469, -96.894747)"
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE,TX,76401,ERATH,2549651500,Acute Care Hospitals,Voluntary non-profit - Private,true,"411 N BELKNAP ST
STEPHENVILLE, TX 76401
(32.222235, -98.204224)"
450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,GREENVILLE,TX,75401,HUNT,9034085000,Acute Care Hospitals,Government - Hospital District or Authority,true,"4215 JOE RAMSEY BLVD
GREENVILLE, TX 75401
(33.123657, -96.123204)"
450358,"METHODIST HOSPITAL,THE",6565 FANNIN,HOUSTON,TX,77030,HARRIS,7137902221,Acute Care Hospitals,Voluntary non-profit - Private,true,"6565 FANNIN
HOUSTON, TX 77030
(29.710842, -95.399887)"
450369,CHILDRESS REGIONAL MEDICAL CENTER,HWY 83 NORTH,CHILDRESS,TX,79201,CHILDRESS,9409376371,Acute Care Hospitals,Government - Hospital District or Authority,true,"HWY 83 NORTH
CHILDRESS, TX 79201
"
450370,COLUMBUS COMMUNITY HOSPITAL,110 SHULT DR,COLUMBUS,TX,78934,COLORADO,9797322371,Acute Care Hospitals,Voluntary non-profit - Private,true,"110 SHULT DR
COLUMBUS, TX 78934
(29.694203, -96.54294)"
450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,2400 N INTERSTATE HIGHWAY 35E,WAXAHACHIE,TX,75165,ELLIS,9729237000,Acute Care Hospitals,Voluntary non-profit - Private,true,"2400 N INTERSTATE HIGHWAY 35E
WAXAHACHIE, TX 75165
"
450379,DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,DALLAS,TX,75234,DALLAS,9722471000,Acute Care Hospitals,Proprietary,true,"7 MEDICAL PARKWAY
DALLAS, TX 75234
(32.915645, -96.871433)"
450388,METHODIST HOSPITAL,7700 FLOYD CURL DR,SAN ANTONIO,TX,78229,BEXAR,2105754000,Acute Care Hospitals,Proprietary,true,"7700 FLOYD CURL DR
SAN ANTONIO, TX 78229
(29.507399, -98.573474)"
450389,EAST TEXAS MEDICAL CENTER ATHENS,2000 SOUTH PALESTINE,ATHENS,TX,75751,HENDERSON,9036761000,Acute Care Hospitals,Voluntary non-profit - Private,true,"2000 SOUTH PALESTINE
ATHENS, TX 75751
(32.167003, -95.841391)"
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,1717 HWY 59 BYPASS,LIVINGSTON,TX,77351,POLK,9363274381,Acute Care Hospitals,Voluntary non-profit - Private,true,"1717 HWY 59 BYPASS
LIVINGSTON, TX 77351
"
450399,BROWNFIELD REGIONAL MEDICAL CENTER,705 EAST FELT STREET,BROWNFIELD,TX,79316,TERRY,8066373551,Acute Care Hospitals,Government - Hospital District or Authority,true,"705 EAST FELT STREET
BROWNFIELD, TX 79316
(33.187101, -102.267668)"
450400,PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM STREET,MEXIA,TX,76667,LIMESTONE,2545625332,Acute Care Hospitals,Proprietary,true,"600 SOUTH BONHAM STREET
MEXIA, TX 76667
(31.675937, -96.4801)"
450403,MEDICAL CENTER OF MCKINNEY,4500 MEDICAL CENTER DRIVE,MCKINNEY,TX,75069,COLLIN,9725478000,Acute Care Hospitals,Proprietary,true,"4500 MEDICAL CENTER DRIVE
MCKINNEY, TX 75069
(33.159033, -96.635558)"
450411,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,EASTLAND,TX,76448,EASTLAND,2546292601,Acute Care Hospitals,Government - Hospital District or Authority,true,"304 S DAUGHERTY
EASTLAND, TX 76448
(32.399631, -98.821638)"
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRAIL,AZLE,TX,76020,TARRANT,8174448700,Acute Care Hospitals,Voluntary non-profit - Church,true,"108 DENVER TRAIL
AZLE, TX 76020
(32.88129, -97.533632)"
450422,BAYLOR MEDICAL CENTER AT UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,TX,75204,DALLAS,2144433000,Acute Care Hospitals,Voluntary non-profit - Private,true,"2727 EAST LEMMON AVENUE BUILDING I
DALLAS, TX 75204
(32.80429, -96.79453)"
450424,HOUSTON METHODIST SAN JACINTO HOSPITAL,4401 GARTH ROAD,BAYTOWN,TX,77521,HARRIS,2814208600,Acute Care Hospitals,Voluntary non-profit - Private,false,"4401 GARTH ROAD
BAYTOWN, TX 77521
(29.768499, -94.977543)"
450431,ST DAVID'S MEDICAL CENTER,919 E 32ND ST,AUSTIN,TX,78705,TRAVIS,5124767111,Acute Care Hospitals,Voluntary non-profit - Private,true,"919 E 32ND ST
AUSTIN, TX 78705
(30.290095, -97.725128)"
450447,NAVARRO REGIONAL HOSPITAL,3201 WEST HIGHWAY 22,CORSICANA,TX,75110,NAVARRO,9036546800,Acute Care Hospitals,Voluntary non-profit - Private,true,"3201 WEST HIGHWAY 22
CORSICANA, TX 75110
"
450451,GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,GLEN ROSE,TX,76043,SOMERVELL,2548972215,Acute Care Hospitals,Government - Hospital District or Authority,true,"1021 HOLDEN STREET
GLEN ROSE, TX 76043
(32.241375, -97.747029)"
450460,TYLER COUNTY HOSPITAL,1100 WEST BLUFF,WOODVILLE,TX,75979,TYLER,4092838141,Acute Care Hospitals,Government - Hospital District or Authority,false,"1100 WEST BLUFF
WOODVILLE, TX 75979
"
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,8200 WALNUT HILL LANE,DALLAS,TX,75231,DALLAS,2143456789,Acute Care Hospitals,Voluntary non-profit - Private,true,"8200 WALNUT HILL LANE
DALLAS, TX 75231
(32.883056, -96.763901)"
450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,MATAGORDA,9792456383,Acute Care Hospitals,Government - Hospital District or Authority,true,"104 7TH STREET
BAY CITY, TX 77414
(28.982805, -95.99129)"
450469,WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVENUE,SHERMAN,TX,75091,GRAYSON,9038704611,Acute Care Hospitals,Voluntary non-profit - Other,true,"500 N HIGHLAND AVENUE
SHERMAN, TX 75091
(33.635677, -96.622864)"
450475,ETMC HENDERSON,300 WILSON STREET,HENDERSON,TX,75652,RUSK,9036577541,Acute Care Hospitals,Voluntary non-profit - Private,true,"300 WILSON STREET
HENDERSON, TX 75652
(32.161647, -94.796035)"
450484,WOODLAND HEIGHTS MEDICAL CENTER,505 SOUTH JOHN REDDITT DRIVE,LUFKIN,TX,75904,ANGELINA,9366348311,Acute Care Hospitals,Proprietary,true,"505 SOUTH JOHN REDDITT DRIVE
LUFKIN, TX 75904
(31.327115, -94.75602)"
450488,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,1612 SOUTH HENDERSON BLVD,KILGORE,TX,75662,GREGG,9039843505,Acute Care Hospitals,Proprietary,true,"1612 SOUTH HENDERSON BLVD
KILGORE, TX 75662
(32.37387, -94.869194)"
450489,MEDICAL ARTS HOSPITAL,2200 N BRYAN AVE,LAMESA,TX,79331,DAWSON,8068722183,Acute Care Hospitals,Government - Hospital District or Authority,true,"2200 N BRYAN AVE
LAMESA, TX 79331
(32.750279, -101.966471)"
450497,BOWIE MEMORIAL HOSPITAL,705 EAST GREENWOOD AV,BOWIE,TX,76230,MONTAGUE,9408721126,Acute Care Hospitals,Government - Hospital District or Authority,true,"705 EAST GREENWOOD AV
BOWIE, TX 76230
(33.560845, -97.834045)"
450498,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,BRECKENRIDGE,TX,76424,STEPHENS,2545592241,Acute Care Hospitals,Government - Local,true,"200 SOUTH GENEVA STREET
BRECKENRIDGE, TX 76424
(32.754329, -98.887722)"
450508,MEMORIAL HOSPITAL,1204 MOUND ST,NACOGDOCHES,TX,75961,NACOGDOCHES,9365644611,Acute Care Hospitals,Government - Hospital District or Authority,true,"1204 MOUND ST
NACOGDOCHES, TX 75961
(31.613771, -94.649451)"
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77640,JEFFERSON,4098535900,Acute Care Hospitals,Proprietary,true,"2555 JIMMY JOHNSON BLVD
PORT ARTHUR, TX 77640
(29.934985, -93.984938)"
450537,METHODIST RICHARDSON MEDICAL CENTER,2831 E PRESIDENT GEORGE BUSH HIGHWAY,RICHARDSON,TX,75082,DALLAS,4692041000,Acute Care Hospitals,Government - Hospital District or Authority,true,"2831 E PRESIDENT GEORGE BUSH HIGHWAY
RICHARDSON, TX 75082
(32.995987, -96.669064)"
450539,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,PLAINVIEW,TX,79072,HALE,8062965531,Acute Care Hospitals,Voluntary non-profit - Private,true,"2601 DIMMITT RD
PLAINVIEW, TX 79072
(34.207225, -101.731639)"
450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,ABILENE,TX,79606,TAYLOR,3254281000,Acute Care Hospitals,Proprietary,true,"6250 HWY 83/84
ABILENE, TX 79606
"
450563,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,1650 W COLLEGE ST,GRAPEVINE,TX,76051,TARRANT,8174811588,Acute Care Hospitals,Voluntary non-profit - Private,true,"1650 W COLLEGE ST
GRAPEVINE, TX 76051
(32.935596, -97.093949)"
450565,PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25 AVE,MINERAL WELLS,TX,76067,PALO PINTO,9403257891,Acute Care Hospitals,Government - Hospital District or Authority,true,"400 SOUTHWEST 25 AVE
MINERAL WELLS, TX 76067
(32.799561, -98.145343)"
450571,SHANNON MEDICAL CENTER,120 EAST HARRIS AVENUE,SAN ANGELO,TX,76903,TOM GREEN,3256536741,Acute Care Hospitals,Voluntary non-profit - Private,true,"120 EAST HARRIS AVENUE
SAN ANGELO, TX 76903
(31.46447, -100.435144)"
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,1275 MARVIN HANCOCK DRIVE,JASPER,TX,75951,JASPER,4093845461,Acute Care Hospitals,Government - Local,true,"1275 MARVIN HANCOCK DRIVE
JASPER, TX 75951
(30.907296, -94.008503)"
450578,HEMPHILL COUNTY HOSPITAL,1020 S 4TH ST,CANADIAN,TX,79014,HEMPHILL,8063236622,Acute Care Hospitals,Government - Hospital District or Authority,true,"1020 S 4TH ST
CANADIAN, TX 79014
(35.902889, -100.387404)"
450580,EAST TEXAS MEDICAL CENTER CROCKETT,1100 LOOP 304 EAST,CROCKETT,TX,75835,HOUSTON,9365463862,Acute Care Hospitals,Voluntary non-profit - Private,true,"1100 LOOP 304 EAST
CROCKETT, TX 75835
(31.317869, -95.436691)"
450584,WILBARGER GENERAL HOSPITAL,920 HILLCREST DR,VERNON,TX,76384,WILBARGER,9405529351,Acute Care Hospitals,Government - Hospital District or Authority,true,"920 HILLCREST DR
VERNON, TX 76384
(34.158467, -99.312936)"
450586,SEYMOUR HOSPITAL,200 STADIUM DRIVE,SEYMOUR,TX,76380,BAYLOR,9408895572,Acute Care Hospitals,Government - Hospital District or Authority,true,"200 STADIUM DRIVE
SEYMOUR, TX 76380
(33.589277, -99.247505)"
450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR,BROWNWOOD,TX,76801,BROWN,3256468541,Acute Care Hospitals,Proprietary,true,"1501 BURNET DR
BROWNWOOD, TX 76801
(31.677419, -98.992315)"
450596,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,GRANBURY,TX,76048,HOOD,8175732683,Acute Care Hospitals,Proprietary,true,"1310 PALUXY RD
GRANBURY, TX 76048
(32.431753, -97.802844)"
450597,CUERO COMMUNITY HOSPITAL,2550 N ESPLANADE,CUERO,TX,77954,DE WITT,3612756191,Acute Care Hospitals,Government - Hospital District or Authority,true,"2550 N ESPLANADE
CUERO, TX 77954
(29.116589, -97.280492)"
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG,TX,78624,GILLESPIE,8309974353,Acute Care Hospitals,Voluntary non-profit - Private,true,"1020 SOUTH STATE HIGHWAY 16
FREDERICKSBURG, TX 78624
(30.26328, -98.87925)"
450605,CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE,ARANSAS PASS,TX,78336,SAN PATRICIO,3617588585,Acute Care Hospitals,Proprietary,true,"1711 W WHEELER AVENUE
ARANSAS PASS, TX 78336
(27.916082, -97.162123)"
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,8063559703,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"6010 AMARILLO BLVD. WEST
AMARILLO, TX 79106
(35.202024, -101.90651)"
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,HOUSTON,TX,77024,HARRIS,7132423000,Acute Care Hospitals,Voluntary non-profit - Private,true,"921 GESSNER
HOUSTON, TX 77024
(29.781416, -95.544324)"
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,WEBSTER,TX,77598,HARRIS,2813322511,Acute Care Hospitals,Proprietary,true,"500 MEDICAL CENTER BLVD
WEBSTER, TX 77598
(29.540283, -95.127349)"
450620,DIMMIT REGIONAL HOSPITAL,704 HOSPITAL DRIVE,CARRIZO SPRINGS,TX,78834,DIMMIT,8308762424,Acute Care Hospitals,Voluntary non-profit - Private,true,"704 HOSPITAL DRIVE
CARRIZO SPRINGS, TX 78834
(28.519914, -99.86209)"
450634,DENTON REGIONAL MEDICAL CENTER,3535 SOUTH I35 EAST,DENTON,TX,76210,DENTON,9403843535,Acute Care Hospitals,Proprietary,true,"3535 SOUTH I35 EAST
DENTON, TX 76210
(33.176196, -97.093133)"
450638,HOUSTON NORTHWEST MEDICAL CENTER,710 CYPRESS CREEK PARKWAY,HOUSTON,TX,77090,HARRIS,2814401000,Acute Care Hospitals,Proprietary,true,"710 CYPRESS CREEK PARKWAY
HOUSTON, TX 77090
(30.018099, -95.439796)"
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD,TX,76022,TARRANT,8178484000,Acute Care Hospitals,Voluntary non-profit - Private,true,"1600 HOSPITAL PARKWAY
BEDFORD, TX 76022
(32.835348, -97.125242)"
45063F,VA WEST TEXAS HEALTHCARE SYSTEM,300 VETERANS BLVD.,BIG SPRING,TX,79720,HOWARD,4322637361,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"300 VETERANS BLVD.
BIG SPRING, TX 79720
(32.231824, -101.471074)"
450641,NOCONA GENERAL HOSPITAL,100 PARK ROAD,NOCONA,TX,76255,MONTAGUE,9408253235,Acute Care Hospitals,Government - Hospital District or Authority,true,"100 PARK ROAD
NOCONA, TX 76255
(33.777813, -97.731568)"
450643,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78041,WEBB,9565232000,Acute Care Hospitals,Proprietary,true,"10700 MCPHERSON ROAD
LAREDO, TX 78041
(27.604217, -99.477038)"
450644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE,HOUSTON,TX,77082,HARRIS,2815888080,Acute Care Hospitals,Proprietary,true,"12141 RICHMOND AVE
HOUSTON, TX 77082
(29.730278, -95.59486)"
450647,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,DALLAS,TX,75230,DALLAS,9725666222,Acute Care Hospitals,Proprietary,true,"7777 FOREST LANE
DALLAS, TX 75230
(32.909447, -96.772089)"
450651,MEDICAL CENTER OF PLANO,3901 W 15TH ST,PLANO,TX,75075,COLLIN,9725966800,Acute Care Hospitals,Proprietary,true,"3901 W 15TH ST
PLANO, TX 75075
(33.019359, -96.765907)"
450653,SCENIC MOUNTAIN MEDICAL CENTER,1601 W 11TH PLACE,BIG SPRING,TX,79720,HOWARD,4322631211,Acute Care Hospitals,Proprietary,true,"1601 W 11TH PLACE
BIG SPRING, TX 79720
(32.239603, -101.494337)"
450654,STARR COUNTY MEMORIAL HOSPITAL,128  N FM RD 3167,RIO GRANDE CITY,TX,78582,STARR,9564875561,Acute Care Hospitals,Government - Hospital District or Authority,true,"128 N FM RD 3167
RIO GRANDE CITY, TX 78582
"
450656,NACOGDOCHES MEDICAL CENTER,4920 NE STALLINGS DRIVE,NACOGDOCHES,TX,75961,NACOGDOCHES,9365699481,Acute Care Hospitals,Voluntary non-profit - Other,true,"4920 NE STALLINGS DRIVE
NACOGDOCHES, TX 75961
(31.652058, -94.654265)"
450658,EAST TEXAS MEDICAL CENTER - FAIRFIELD,125 NEWMAN ST,FAIRFIELD,TX,75840,FREESTONE,9033891612,Acute Care Hospitals,Voluntary non-profit - Private,true,"125 NEWMAN ST
FAIRFIELD, TX 75840
(31.725902, -96.169619)"
450659,PARK PLAZA HOSPITAL,1313 HERMANN DR,HOUSTON,TX,77004,HARRIS,7135275019,Acute Care Hospitals,Proprietary,true,"1313 HERMANN DR
HOUSTON, TX 77004
(29.722334, -95.387978)"
450661,ODESSA REGIONAL HOSPITAL,520 E 6TH STREET,ODESSA,TX,79761,ECTOR,4325828340,Acute Care Hospitals,Proprietary,true,"520 E 6TH STREET
ODESSA, TX 79761
(31.851458, -102.366027)"
450662,VALLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,BROWNSVILLE,TX,78526,CAMERON,9563507000,Acute Care Hospitals,Proprietary,true,"100 A ALTON GLOOR
BROWNSVILLE, TX 78526
(25.979108, -97.516076)"
450668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,EL PASO,TX,79902,EL PASO,9157474000,Acute Care Hospitals,Proprietary,true,"1625 MEDICAL CENTER DR
EL PASO, TX 79902
(31.77867, -106.47965)"
450669,MEDICAL CENTER OF LEWISVILLE,500 WEST MAIN STREET,LEWISVILLE,TX,75057,DENTON,9724201000,Acute Care Hospitals,Voluntary non-profit - Private,true,"500 WEST MAIN STREET
LEWISVILLE, TX 75057
(33.046306, -97.004207)"
45066F,DALLAS VA MEDICAL CENTER - VA NORTH TEXAS,4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,2147428387,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"4500 S. LANCASTER ROAD
DALLAS, TX 75216
(32.693825, -96.79282)"
450670,TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH,TOMBALL,TX,77375,HARRIS,2813511623,Acute Care Hospitals,Government - Hospital District or Authority,true,"605 HOLDERRIETH
TOMBALL, TX 77375
(30.088849, -95.623972)"
450672,PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,TARRANT,8173362100,Acute Care Hospitals,Proprietary,true,"900 EIGHTH AVENUE
FORT WORTH, TX 76104
(32.734721, -97.343709)"
450674,"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,HOUSTON,TX,77054,HARRIS,7137901234,Acute Care Hospitals,Proprietary,true,"7600 FANNIN
HOUSTON, TX 77054
(29.692926, -95.401122)"
450675,MEDICAL CENTER OF ARLINGTON,3301 MATLOCK ROAD,ARLINGTON,TX,76015,TARRANT,8174653241,Acute Care Hospitals,Proprietary,true,"3301 MATLOCK ROAD
ARLINGTON, TX 76015
(32.691845, -97.114799)"
450677,HUGULEY MEMORIAL MEDICAL CENTER,11801 SOUTH FREEWAY,BURLESON,TX,76028,JOHNSON,8175685317,Acute Care Hospitals,Voluntary non-profit - Church,true,"11801 SOUTH FREEWAY
BURLESON, TX 76028
(32.586544, -97.319104)"
450678,DOCTORS HOSPITAL,9440 POPPY DR,DALLAS,TX,75218,DALLAS,2143246100,Acute Care Hospitals,Proprietary,true,"9440 POPPY DR
DALLAS, TX 75218
(32.835231, -96.705836)"
450684,MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,HUMBLE,TX,77338,HARRIS,2815407700,Acute Care Hospitals,Government - Hospital District or Authority,true,"18951 MEMORIAL NORTH
HUMBLE, TX 77338
(29.994517, -95.275353)"
